UUID	Ursprung	Datenbank	chapter	German	einfach	Hebrew	Plene	Defektiv	expression kinds	gender	numerus	grammatical person	binjan	verb time	zusätzliche Informationen	searchwords German	searchwords Hebrew	letzte Änderung	Sortierindex
615d4715-9b63-48a9-92fe-1cec11dc8833	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 13 - Freizeit	spielen	true	לְשַׂחֵק			VERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	PIEL	INFINITIVE		spielen	שׂחק	2021-08-09T11:30:46.927231600	361
9eb2f117-344d-4437-b7f9-d2d136e8d69b	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 14 - Restaurant	Speisekarte	true	תַּפְרִיט			SUBSTANTIV	MALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Speisekarte		2021-08-09T11:18:44.199995	397
116261e5-0611-4b9e-90bf-9594a22fe88b	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 06 - Reisen	Straßenbahn	true	חַשְׁמַלִּית			SUBSTANTIV	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Straßenbahn		2021-08-09T10:24:42.529607800	166
8bedb83e-bf6a-4828-b570-0c61a44e4b62	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 32 - Regel	Straße, Landstraße, Fahrbahn	true	כְּבִישׁ			SUBSTANTIV	MALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Landstraße,Fahrbahn,Straße		2021-08-12T14:10:48.640432800	486
b6668066-a0d3-469d-aa20-c053edda294a	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 02 - Lernen	sicher, klar	true	בֶּטַח			ADVERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		klar,sicher		2021-08-09T10:40:21.257958500	76
1ebc65a7-d1c6-4585-bfc9-0ff45ea87b7e	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 18 - Arbeit	Sekretärin	true	מַזְכִּירָה			BERUF,SUBSTANTIV	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Sekretärin		2021-08-09T11:35:40.438020800	240
c16ce440-da4c-4b3a-baa0-4695af93c139	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 23 - Einkauf	System	true	מַעֲרָכָה			SUBSTANTIV	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA	מַעֲרֶכֶת־	System		2021-08-09T12:00:43.472291100	523
2d3f20f5-cbe8-4103-945c-26063613a1b3	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 09 - Ort	Stadt	true	עִיר			SUBSTANTIV	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Stadt		2021-08-09T11:09:18.789258400	291
389b0ca0-71ea-48df-960d-e872995830c9	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 31 - Qualität	Schlaf	false		שינה	שֵׁנָה	SUBSTANTIV	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Schlaf		2021-08-12T14:02:57.595683400	607
4449fc02-5f6a-4b36-a4be-99f3ad29bf79	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 10 - Pause	so	true	כָּךְ			ADVERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		so		2021-08-09T10:55:36.533329500	192
e6e7b3a6-cdfa-46a8-8d4b-e9073991b4da	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 28 - Ausflug	schwimmen	true	שׂחה			VERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	PAAL	ROOT		schwimmen	שׂחה	2021-08-10T10:46:43.241226300	604
b643c551-9323-4d40-9c70-b592ddc41642	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 36 - Abschluss	Staat	true	מְדִינָה			SUBSTANTIV	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Staat		2021-08-12T14:37:44.986700700	504
442dbebc-24c7-41a3-9f34-0f02f43418cb	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 27 - Reise	sich widersetzen, dagegen sein	true	נגד			VERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	HITPAEL	ROOT		dagegen,dagegen sein,sich widersetzen,widersetzen	נגד	2021-08-10T10:36:07.933007500	533
ef4b3262-6767-4028-9bfd-eb7bb64933f4	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 34 - Schiff	Schiff	false		אוניה	אֳנִיָּה	SUBSTANTIV	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Schiff		2021-08-12T14:20:47.044309	416
e7718320-39e4-4016-8469-97a98e04efee	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 30 - Impfung	sterben	true	מות			VERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	PAAL	ROOT		sterben	מות	2021-08-10T11:18:04.636048300	506
353c4866-9c77-46ed-a00f-93cabc164fb0	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 36 - Abschluss	seit, seitdem	true	מֵאָז			PRAEPOSITION	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		seit,seitdem		2021-08-12T14:37:35.623639400	502
279d7412-8381-45e6-a5f5-173c6a825a07	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 16 - Natur	Stute	true	סוּסָה			SUBSTANTIV	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Stute		2021-08-09T11:25:04.737194700	276
c048fd62-82f9-4ca9-aa2f-011bf4925376	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 06 - Reisen	sogar	false		אפילו	אֲפִלוּ	PARTIKEL	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		sogar		2021-08-09T10:24:34.789484700	53
f22209be-c7e8-49f5-b324-65728e147e77	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 09 - Ort	Straßen	true	רְחוֹבוֹת			SUBSTANTIV	MALE	PLURAL	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Straßen,Straße		2021-08-09T11:09:47.619174400	347
6cc8a444-3972-479c-aba5-875b97e876c1	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 26 - Zustand	schwer (Gewicht)	true	כָּבֵד			ADJEKTIV	MALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		schwer		2021-08-10T10:32:29.458910100	485
12f0b4af-8b6f-44fe-a7fb-20f45b9f3ee3	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 06 - Reisen	suchen	true	לְחַפֵּשׂ			VERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	PIEL	INFINITIVE		suchen	חפשׂ	2021-08-09T10:40:54.832308400	160
f547cd3a-0f6b-4ab4-b0e9-7c4caefa843e	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 04 - Wohnen	Stühle	true	כִּסְאוֹת			SUBSTANTIV	MALE	PLURAL	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Stuhl,Stühle		2021-08-09T10:25:08.637111600	207
ad4b7349-1638-495b-ae14-7831fff6c374	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 21 - Ordnung	Synagoge	true	בֵּית־כְּנֶסֶת			SUBSTANTIV	MALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Synagoge	בֵּית,כְּנֶסֶת	2021-08-10T11:12:57.598293100	428
79d3f169-5814-43b6-9574-1c70ae6b9ba1	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 29 - Gelegenheit	sich wenden, sich hinwenden	true	פנה			VERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	PAAL	INFINITIVE		hinwenden,sich wenden,sich hinwenden,wenden		2021-08-10T11:13:55.817871400	565
72fdee12-a5ec-441f-a386-d213f0f5bba5	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 02 - Lernen	Studium, Unterricht	false		לימודים	לִמּוּדִים	SUBSTANTIV	MALE	PLURAL	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Studium,Unterricht		2021-08-09T10:44:07.790860100	226
9306368e-456e-4b37-bdd7-670650f3e216	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 13 - Freizeit	schön, super	false		יופי	יֹפִי	AUSRUF	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		super,schön		2021-08-09T11:15:07.149224500	180
e5789c00-4368-4562-b90b-8bb9c9609748	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 02 - Lernen	schreiben	true	לִכְתּוֹב			VERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	PAAL	INFINITIVE		schreiben	כתב	2021-08-09T10:02:13.792873500	211
b8229f02-002e-44f6-a2d3-292602773d93	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 03 - Familie	Söhne	true	בָּנִים			SUBSTANTIV	MALE	PLURAL	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Sohn,Söhne		2021-08-09T09:59:43.256862700	91
798a2d5e-c1b7-43bd-bdfc-23b653a818c4	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 10 - Pause	schwer, hart	true	קָשֶׁה			ADJEKTIV	MALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		hart,schwer		2021-08-09T10:55:31.458633200	331
6f786477-9054-47cd-908f-5b0e5ff9ab10	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 25 - Bank	sich herausstellen	true	סבר			VERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	HITPAEL	ROOT		herausstellen,sich herausstellen	סבר	2021-08-10T10:21:34.012681800	544
f14b46f6-875e-429d-b8e2-d61cde8e69f1	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 25 - Bank	Schalter, Kasse	false		קופה	קֻפָּה	SUBSTANTIV	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Kasse,Schalter		2021-08-10T10:16:52.011312500	326
