UUID	Ursprung	Datenbank	chapter	German	Hebrew	Hebrew in Latin	expression kinds	gender	numerus	grammatical person	binjan	verb conjugation	verb strength	verb type	zusätzliche Informationen	searchwords German	searchwords Hebrew	letzte Änderung
84104342-0262-4d23-9e86-25b5b8217336	ROSENGARTEN	Ivrit Schritt für Schritt	Rosengarten & Loos IVRIT Schritt für Schritt 01	Architekt	ארכיטקט	architäkt	SUBSTANTIV,BERUF	MALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBCONJUGATION_NA	VERBSTRENGTH_NA	VERBTYPE_NA		Architekt	ארכיטקט	2020-12-04T10:24:00.235572100
c86cc7c7-f6d9-4f1d-b6f6-87a348fa5c4a	ROSENGARTEN	Ivrit Schritt für Schritt	Rosengarten & Loos IVRIT Schritt für Schritt 01	Architektin	ארכיטקטית	architäktit	SUBSTANTIV,BERUF	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBCONJUGATION_NA	VERBSTRENGTH_NA	VERBTYPE_NA		Architektin	ארכיטקטית	2020-12-04T10:24:11.586678500
