UUID	Ursprung	Datenbank	chapter	German	Hebrew	Hebrew in Latin	expression kinds	gender	numerus	grammatical person	binjan	verb conjugation	verb strength	verb type	zusätzliche Informationen	searchwords German	searchwords Hebrew	letzte Änderung
c4ab4b9a-39f4-4581-8d35-9e6fc6a998ce	ROSENGARTEN	Ivrit Schritt für Schritt	Rosengarten & Loos IVRIT Schritt für Schritt 02	Frieden (Begrüßungsformel)	שלום	schalom	GLUECKWUNSCH	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	BINJAN_NA	VERBCONJUGATION_NA	VERBSTRENGTH_NA	VERBTYPE_NA		Verabschiedung,Frieden,Begrüßung	שלום	2020-12-04T10:28:04.842169800
679f04c1-b32f-404c-8fbf-693b23ab03e3	ROSENGARTEN	Ivrit Schritt für Schritt	Rosengarten & Loos IVRIT Schritt für Schritt 01	Frau (Anrede)	גברת	gewärät	SUBSTANTIV	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBCONJUGATION_NA	VERBSTRENGTH_NA	VERBTYPE_NA		Frau (Anrede)	גברת	2020-12-04T10:25:24.019783900
