UUID	Ursprung	Datenbank	chapter	German	Hebrew	Hebrew in Latin	expression kinds	gender	numerus	grammatical person	binjan	verb conjugation	verb strength	verb type	zusätzliche Informationen	searchwords German	searchwords Hebrew	letzte Änderung
2228c8cc-eb1a-436d-94cd-4f296a69bf84	ROSENGARTEN	Ivrit Schritt für Schritt	Rosengarten & Loos IVRIT Schritt für Schritt 01	Büroangestellter (Schalter) beamter	פּקיד	pakid	SUBSTANTIV	MALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBCONJUGATION_NA	VERBSTRENGTH_NA	VERBTYPE_NA		Schalterbeamter,Büroangestellter,Beamter	פּקיד	2020-12-04T10:24:25.720111100
7224df23-8a06-4dcb-a155-0a4a4c4bd77e	ROSENGARTEN	Ivrit Schritt für Schritt	Rosengarten & Loos IVRIT Schritt für Schritt 01	Büroangestellte, (Schalter) beamte	פּקידה	pkida	SUBSTANTIV	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBCONJUGATION_NA	VERBSTRENGTH_NA	VERBTYPE_NA		Schalterbeamte,Büroangestellte,Beamte	פּקידה	2020-12-04T10:24:18.276854
