UUID	Ursprung	Datenbank	chapter	German	Hebrew	Hebrew in Latin	expression kinds	gender	numerus	grammatical person	binjan	verb conjugation	verb strength	verb type	zusätzliche Informationen	searchwords German	searchwords Hebrew	letzte Änderung
3c30dadf-4193-4c89-a9fa-c89c41d863d3	ROSENGARTEN	Ivrit Schritt für Schritt	Rosengarten & Loos IVRIT Schritt für Schritt 01	Techniker	טכנאי	tächnaj	SUBSTANTIV,BERUF	MALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBCONJUGATION_NA	VERBSTRENGTH_NA	VERBTYPE_NA		Techniker	טכנאי	2020-12-04T10:26:43.347025200
ad5f0dcb-9d27-4123-a208-d48edb54a2f4	ROSENGARTEN	Ivrit Schritt für Schritt	Rosengarten & Loos IVRIT Schritt für Schritt 01	Technikerin	טכנאית	tächnait	SUBSTANTIV,BERUF	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBCONJUGATION_NA	VERBSTRENGTH_NA	VERBTYPE_NA		Technikerin	טכנאית	2020-12-04T10:26:49.838022400
